Date,Open,High,Low,Close,Volume,Ticker
2020-01-02,151.56687969003406,153.42829142402064,151.13732537689975,153.3232879638672,22622100,MSFT
2020-01-03,151.12773328370503,152.6836745782892,150.87953542687913,151.41409301757812,21116200,MSFT
2020-01-06,149.94408480527218,151.8723232086729,149.3999720884019,151.8054962158203,20813700,MSFT
2020-01-07,152.0823310334366,152.41642230295344,150.17318812555376,150.42137145996094,21634100,MSFT
2020-01-08,151.71001553116633,153.4950738351807,150.7745396996867,152.81732177734375,27746500,MSFT
2020-01-09,154.48785857360957,154.8506004292795,153.71465793650782,154.72650146484375,21385000,MSFT
2020-01-10,155.423335359617,155.8051581253616,153.85782414949148,154.01055908203125,20725900,MSFT
2020-01-13,154.4114740608552,155.89106273635204,153.9341883310565,155.8624267578125,21626500,MSFT
2020-01-14,155.96746453288432,156.16793099239288,154.3733315923253,154.76470947265625,23477400,MSFT
2020-01-15,155.23241007287436,156.4924514232917,155.18469315115652,155.7669677734375,21417900,MSFT
2020-01-16,156.8837968406073,158.68793599036624,156.5783270372863,158.62110900878906,23865400,MSFT
2020-01-17,159.81438174136917,159.86211323634743,157.91477893985072,159.50892639160156,34371700,MSFT
2020-01-21,159.10800365831804,160.54941624453343,158.86936073377728,158.93618774414062,29517200,MSFT
2020-01-22,159.79525389317888,159.88117639299483,158.15338984431403,158.1724853515625,24138800,MSFT
2020-01-23,158.64025741366353,159.22254667551476,157.7620532846694,159.14617919921875,19680800,MSFT
2020-01-24,159.90024236223502,159.91933786769545,156.97925634771383,157.54244995117188,24918100,MSFT
2020-01-27,153.8291817842759,155.95788658346538,152.92234182907538,154.90785217285156,32078100,MSFT
2020-01-28,156.3397174739805,158.22976494589605,155.66197987278883,157.9434051513672,24899900,MSFT
2020-01-29,160.21526233672495,161.0839258176197,158.16293962662346,160.4061737060547,34754500,MSFT
2020-01-30,166.14318767976638,166.14318767976638,163.03127498323494,164.93087768554688,51597500,MSFT
2020-01-31,164.38679705151776,164.56815343740521,161.87626884723204,162.49673461914062,36142700,MSFT
2020-02-03,162.6875918309989,166.57270430396193,162.6589558551061,166.45816040039062,30107000,MSFT
2020-02-04,169.0928045525023,172.43380499267923,168.30050841453047,171.9374237060547,36433300,MSFT
2020-02-05,175.66977095885156,175.83204634656084,170.3050844317914,171.72738647460938,39186300,MSFT
2020-02-06,172.74880025877843,175.46933477716024,171.8801367244904,175.2879638671875,27751400,MSFT
2020-02-07,174.5433698005128,177.19707687616415,174.19016851132312,175.53611755371094,33529100,MSFT
2020-02-10,175.24022348953673,180.26126392824392,174.92521317224083,180.12762451171875,35844300,MSFT
2020-02-11,181.98899034417119,182.03672181647573,175.1638122070311,176.0611114501953,53159900,MSFT
2020-02-12,177.1493965685091,177.40713497494,173.58884863329462,176.3189239501953,47062900,MSFT
2020-02-13,174.76294940925624,177.76984376399173,174.5624829883249,175.3643341064453,35295800,MSFT
2020-02-14,174.92521894941493,176.98709678584612,174.35247025076032,176.92982482910156,23149500,MSFT
