Date,Open,High,Low,Close,Volume,Ticker
2020-01-02,67.09970156760528,68.1083755493164,67.00415768648521,68.1083755493164,27278000,GOOGL
2020-01-03,67.07929686090621,68.36066912200879,67.04545444931702,67.7520751953125,23408000,GOOGL
2020-01-06,67.25992638011208,69.58332136437583,67.22858209701914,69.55794525146484,46768000,GOOGL
2020-01-07,69.68982062314994,69.84109780511007,69.24693831666055,69.42359161376953,34330000,GOOGL
2020-01-08,69.40915447916457,70.25660431481994,69.30017841973043,69.917724609375,35314000,GOOGL
2020-01-09,70.75820366435225,71.09409928302898,70.17499344034695,70.65171813964844,33200000,GOOGL
2020-01-10,71.13340830145955,71.4056054391935,70.642256782346,71.10802459716797,26258000,GOOGL
2020-01-13,71.42102862265929,71.73104695528151,70.92938354149257,71.65889739990234,30730000,GOOGL
2020-01-14,71.65740633981173,71.78828087353631,71.04881242286127,71.18914794921875,26076000,GOOGL
2020-01-15,71.31007924880507,71.69623359683659,71.24240200906924,71.61760711669922,21550000,GOOGL
2020-01-16,71.92861841895987,72.18987397034176,71.65741591572775,72.16300201416016,26080000,GOOGL
2020-01-17,72.77904882974998,73.67526155402983,72.48097438508057,73.62400817871094,52424000,GOOGL
2020-01-21,73.59813193167503,74.13954981671559,73.16072423104607,73.7598648071289,48930000,GOOGL
2020-01-22,74.13207441298364,74.67198878267989,73.78025610784053,73.84046173095703,28458000,GOOGL
2020-01-23,74.02359627922354,74.31968130965106,73.66381279979728,73.88127136230469,26650000,GOOGL
2020-01-24,74.28584264769104,74.35451457543209,72.810892040463,72.95968627929688,29786000,GOOGL
2020-01-27,71.2364190984744,71.48721891514197,70.63727861001024,71.2458724975586,34132000,GOOGL
2020-01-28,71.74399693020122,72.39388973398827,71.17770407698895,72.17991638183594,29724000,GOOGL
2020-01-29,72.57601256289253,72.8586654186404,71.92562625371633,72.48843383789062,21566000,GOOGL
2020-01-30,71.56286322410585,72.41628127877416,71.40860195394337,72.36652374267578,27110000,GOOGL
2020-01-31,73.04378594209612,73.13385521184509,71.01349157096435,71.29813385009766,43822000,GOOGL
2020-02-03,72.73475864749643,73.96139998970068,72.48395879647471,73.77727508544922,71636000,GOOGL
2020-02-04,72.37846261578684,73.01789968192739,70.76318413051645,71.92662048339844,95880000,GOOGL
2020-02-05,72.83228620559221,72.88055549193162,71.14386347186732,71.95846557617188,36376000,GOOGL
2020-02-06,72.25355601704628,73.7255224770131,72.17891592181336,73.44734954833984,37822000,GOOGL
2020-02-07,73.02039690526739,73.90914563927223,72.92186893297892,73.60360717773438,28360000,GOOGL
2020-02-10,73.51006368465248,75.08503066123686,73.40904517323618,75.07408142089844,38302000,GOOGL
2020-02-11,75.30348131760789,76.1300350378507,74.91434289980158,75.14374542236328,34852000,GOOGL
2020-02-12,75.4323606906229,75.65330449075212,75.07457418082535,75.57020568847656,31042000,GOOGL
2020-02-13,75.14076012943136,75.93446611705389,74.84218453538855,75.30945587158203,22914000,GOOGL
2020-02-14,75.36617257703398,75.64086026005992,74.91930394806882,75.5751724243164,23198000,GOOGL
2020-02-18,75.35672784883174,76.16386598952577,75.19101619789893,75.61051177978516,25642000,GOOGL
2020-02-19,75.99666093125346,76.17282066551604,75.6871437222989,75.8807144165039,22746000,GOOGL
2020-02-20,75.58911140978356,75.99019372622803,74.85511755870975,75.48859405517578,25962000,GOOGL
2020-02-21,74.8710434826863,75.18803231655097,73.57275374256885,73.820068359375,42520000,GOOGL
2020-02-24,70.81393833170006,71.47727087720753,70.00481082046124,70.65519714355469,49560000,GOOGL
2020-02-25,71.20954664831231,71.50065059333322,68.69258105805,68.98617553710938,51580000,GOOGL
2020-02-26,69.41711700631495,70.34717205695928,68.50000058431121,69.19268798828125,49776000,GOOGL
2020-02-27,67.63365191714865,68.14421147810332,65.39933120436106,65.43466186523438,62290000,GOOGL
2020-02-28,63.412330880062434,66.8031174963142,63.10878181731662,66.64388275146484,80198000,GOOGL
2020-03-02,67.24798779173007,69.04339707526154,65.94471714591015,68.98617553710938,55430000,GOOGL
2020-03-03,69.55147725951427,70.074474248836,66.14575530731636,66.56774139404297,56602000,GOOGL
2020-03-04,67.62469465918807,68.8100296448565,66.53191947849506,68.75131225585938,47598000,GOOGL
2020-03-05,66.95737348484228,67.35945807850705,64.77232458674723,65.42520141601562,54380000,GOOGL
2020-03-06,63.19537131559653,64.82756356054318,62.56140121868282,64.4787368774414,64640000,GOOGL
2020-03-09,59.96132825146764,62.338463471328105,59.61697392511775,60.50025177001953,69252000,GOOGL
2020-03-10,62.421070002563646,63.48896251764609,60.436554559183975,63.45512390136719,54872000,GOOGL
2020-03-11,62.11652506586974,62.54746342368469,59.273614377572834,60.25691223144531,54732000,GOOGL
2020-03-12,55.863916764377194,59.15468318742386,55.1597827507668,55.31304931640625,94326000,GOOGL
2020-03-13,58.46995836028194,60.431083267311,55.34987319346634,60.42461395263672,79400000,GOOGL
2020-03-16,54.22127189339046,57.00098160092461,53.10013278981946,53.39472579956055,96520000,GOOGL
2020-03-17,54.272526168627074,56.03211138595321,52.205409328198975,55.637001037597656,83194000,GOOGL
2020-03-18,52.7448309388167,54.98661171058381,51.60328544362562,54.299896240234375,93044000,GOOGL
2020-03-19,54.15210150102109,57.35628400103994,52.526374852540556,55.31902313232422,74064000,GOOGL
2020-03-20,56.275944586197916,56.6531428302749,52.85231423228287,53.1563606262207,82878000,GOOGL
2020-03-23,52.5671779570536,53.09167079517627,50.20347875276499,52.455711364746094,83672000,GOOGL
2020-03-24,54.93635331479006,56.39686943848624,54.06302620724,56.231658935546875,72468000,GOOGL
2020-03-25,55.9614527530944,57.035814603942825,53.89284377087498,54.81891632080078,90324000,GOOGL
2020-03-26,55.47079504467959,58.29529241748378,54.34169466002882,57.869327545166016,76562000,GOOGL
2020-03-27,56.10526919592331,57.27866022817541,54.93735278371764,55.248863220214844,62794000,GOOGL
2020-03-30,56.36253564444081,57.276166921251175,54.663159753328635,57.042781829833984,58736000,GOOGL
2020-03-31,57.163206051055234,58.39083443927487,56.56556134705665,57.82106018066406,65228000,GOOGL
2020-04-01,55.932587259759686,56.20229768361806,54.41434472078375,54.842796325683594,51970000,GOOGL
2020-04-02,54.73829694635717,55.87137990575334,54.396433162480456,55.58574676513672,56410000,GOOGL
2020-04-03,55.47029994298398,55.6733278436525,53.49822958250269,54.37503433227539,51374000,GOOGL
2020-04-06,56.3804517940451,59.25420957181764,55.98235353914818,58.87800979614258,63320000,GOOGL
2020-04-07,60.560960685506046,60.748567018759054,58.58242097642709,58.846656799316406,61620000,GOOGL
2020-04-08,59.86876766596092,60.45596046414816,58.91582321231339,60.06283950805664,40334000,GOOGL
2020-04-09,60.6191861276698,60.80877805964642,59.33731262259449,60.041446685791016,54028000,GOOGL
2020-04-13,59.7891490626969,60.43705241572804,58.83520993369254,60.23252868652344,38702000,GOOGL
2020-04-14,61.70350402475182,63.483989395188374,61.134720622102805,62.96049499511719,63358000,GOOGL
2020-04-15,62.028941883647406,63.45213792906103,61.40641842523156,62.56587600708008,42236000,GOOGL
2020-04-16,63.05553213901334,63.365053153788786,61.61541867517127,62.57234191894531,57896000,GOOGL
2020-04-17,63.7800697785387,64.19309603629993,62.99880511817582,63.645713806152344,51050000,GOOGL
2020-04-20,63.192382507258586,63.53723420122594,62.52308175937078,62.75746154785156,35292000,GOOGL
2020-04-21,61.839850264512044,62.20261405697776,59.96331995092656,60.319618225097656,49648000,GOOGL
2020-04-22,61.76022700362581,63.689502669146925,61.56565781052298,62.62111282348633,46296000,GOOGL
2020-04-23,62.98586521952871,64.10103609301092,62.72660667994224,63.256072998046875,34202000,GOOGL
2020-04-24,62.45142034269284,63.581519212126466,61.904038134854936,63.526283264160156,37402000,GOOGL
2020-04-27,64.29261611187121,64.39711983752524,62.95202534102773,63.24064636230469,44186000,GOOGL
2020-04-28,63.854715732055425,63.93233991292163,61.22627956997814,61.33625411987305,80700000,GOOGL
2020-04-29,66.93001606050674,67.68391147672108,66.02086467346707,66.78968811035156,108358000,GOOGL
2020-04-30,66.25126147839727,67.1788261099673,65.76060341040862,67.01461029052734,55842000,GOOGL
2020-05-01,65.88948738417584,67.24998736729863,65.17142379081537,65.55259704589844,48872000,GOOGL
2020-05-04,65.09528031161895,65.90839414561984,64.49216102586087,65.83026123046875,30806000,GOOGL
2020-05-05,66.55679496980919,68.2243215628969,66.43388558474965,67.13005065917969,39666000,GOOGL
2020-05-06,67.57691203996187,68.1088688429485,66.936472738984,66.95140075683594,31732000,GOOGL
2020-05-07,67.74162698307182,68.47263673969645,67.30521401409817,68.13822937011719,30652000,GOOGL
2020-05-08,68.76224962511807,69.49972107273517,68.2740821604466,68.88764953613281,33326000,GOOGL
2020-05-11,68.51194548372064,70.43972524742269,68.44775348367992,69.84556579589844,32718000,GOOGL
2020-05-12,70.07597118487982,70.38001377865767,68.39849009246208,68.43183135986328,33918000,GOOGL
2020-05-13,68.48059199835623,68.93691403950152,66.08454630529928,67.09571075439453,40368000,GOOGL
2020-05-14,66.358740454696,67.54556349090912,65.85017034843136,67.52018737792969,36660000,GOOGL
2020-05-15,67.09224193360457,68.40197451957431,66.63143990772049,68.32633972167969,41544000,GOOGL
2020-05-18,67.75507292025956,69.30665309609445,67.38782539389712,68.92945861816406,47094000,GOOGL
2020-05-19,68.9443854610412,69.29321213831301,68.36117519922374,68.39302062988281,31586000,GOOGL
2020-05-20,69.12749997341068,70.26556016251162,69.04091594784161,70.12274169921875,38262000,GOOGL
2020-05-21,70.21381213676726,70.48600931605345,69.38775960567644,70.00282287597656,30894000,GOOGL
2020-05-22,69.86099439385703,70.51287652573794,69.46538670908407,70.32577514648438,28544000,GOOGL
2020-05-26,71.75493560524927,71.9116873877713,70.63230460863535,70.73033142089844,44590000,GOOGL
2020-05-27,70.66216836000463,70.92839736595668,69.39821460494831,70.67610168457031,31684000,GOOGL
2020-05-28,69.66692194094234,71.87934390822512,69.6211431898544,70.5745849609375,35170000,GOOGL
2020-05-29,70.68356469901353,71.49468919080876,70.462127348285,71.33495330810547,37044000,GOOGL
2020-06-01,70.94581564745266,71.73603636424069,70.77562407491,71.40213012695312,25162000,GOOGL
2020-06-02,71.40859947866784,71.8066977191186,70.74228284294568,71.7723617553711,23442000,GOOGL
2020-06-03,71.79176648096278,72.10576361612307,71.24040169551722,71.62008666992188,27732000,GOOGL
2020-06-04,71.4971694316438,71.72309429138843,69.96599205492319,70.3785171508789,26982000,GOOGL
2020-06-05,70.44519252073798,71.97090271604647,70.04609964513995,71.65839385986328,42642000,GOOGL
2020-06-08,70.9746746217983,72.10526325973755,70.88509891401527,72.0574951171875,33878000,GOOGL
2020-06-09,71.91816171630913,73.04079279119881,71.77484210279437,72.25852966308594,33624000,GOOGL
2020-06-10,72.72779445199085,73.28811152943916,72.37199732197752,72.88653564453125,31762000,GOOGL
2020-06-11,71.70866238072514,72.23465106938366,69.58780540266814,69.761474609375,47144000,GOOGL
